per,n_ent,fol,ent,con,v_sel,n_hog,h_mud,n_ren,nom,c_res,par,sex,eda,f_nac,alf,i_niv,i_anio,a_esc,e_con,c_act,ocu,a_eco,pos,i_per,ing,upm,elegido,factor,fac_p18
"0322","2","11B202","01","40111","4","1","0","03","-","1","3","2","10","2011-07-15","1","02","4","1"," ",""," "," "," "," ","","0101370"," ",7636,0
"0322","2","11B202","01","40111","4","1","0","02","-","1","2","1","28","1993-08-12","1","07","4","2","1","01","7","2","3","1","001500","0101370"," ",7636,0
"0322","2","11B202","01","40111","3","1","0","01","-","1","1","1","53","1968-05-01","1","06","3","2","5","01","5","5","3","2","003500","0101370"," ",7636,0
"0322","2","11B202","01","40111","4","1","0","01","-","1","1","2","37","1984-07-15","1","04","3","2","1","07"," "," "," "," ","","0101370","1",7636,23144
"0322","2","11B202","01","40111","4","1","0","05","-","1","3","1","20","2002-01-08","1","04","3","2","6","01","7","2","3","1","001400","0101370"," ",7636,0
"0322","2","11B202","01","40111","4","1","0","04","-","1","3","2","02","2020-01-07"," ",""," "," "," ",""," "," "," "," ","","0101370"," ",7636,0
"0322","2","11B202","01","40111","1","1","0","01","-","1","1","2","53","1968-05-22","1","07","3","2","4","08"," "," "," "," ","","0101370","1",7636,7715
"0322","2","13B202","01","40112","1","1","0","01","-","1","1","1","38","1984-01-07","1","07","3","2","5","01","7","2","3","2","006000","0101536","1",10319,31507
"0322","2","13B202","01","40112","1","1","0","05","-","1","3","2","11","2010-05-11","1","02","5","1"," ",""," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","1","1","0","07","-","1","4","1","72","1950-03-01","1","07","5","2","4","09"," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","1","1","0","03","-","1","3","2","15","2006-10-05","1","03","3","1","6","06"," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","1","1","0","02","-","1","2","2","39","1982-11-05","1","04","3","2","5","01","7","2","3","1","002000","0101536"," ",10319,0
"0322","2","13B202","01","40112","1","1","0","06","-","1","3","2","11","2011-02-16","1","02","4","1"," ",""," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","1","1","0","04","-","1","3","1","13","2008-07-29","1","03","2","1","6","06"," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","4","1","0","03","-","1","3","1","21","2000-07-16","1","04","1","2","6","01","7","2","3","1","001400","0101536"," ",10319,0
"0322","2","13B202","01","40112","4","1","0","02","-","1","2","2","50","1971-11-07","1","03","3","2","5","07"," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","4","1","0","01","-","1","1","1","55","1966-06-24","1","03","3","2","5","04"," "," "," "," ","","0101536","1",10319,31507
"0322","2","13B202","01","40112","3","1","0","02","-","1","2","2","33","1988-07-15","1","04","3","2","1","01","4","4","3","1","001500","0101536"," ",10319,0
"0322","2","13B202","01","40112","3","1","0","01","-","1","1","1","32","1989-07-20","1","04","3","2","1","01","4","4","3","1","002500","0101536","1",10319,21004
"0322","2","13B202","01","40112","3","1","0","03","-","1","3","2","12","2009-03-20","1","03","1","1","6","06"," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","3","1","0","04","-","1","3","2","08","2013-05-27","1","02","2","1"," ",""," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","2","1","0","03","-","1","3","1","12","2009-07-02","1","02","6","1","6","06"," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","2","1","0","02","-","1","2","2","45","1976-11-25","1","02","6","2","5","07"," "," "," "," ","","0101536"," ",10319,0
"0322","2","13B202","01","40112","2","1","0","01","-","1","1","1","46","1975-05-18","1","05","3","2","5","01","7","2","3","1","002300","0101536","1",10319,21004
"0322","8","12B194","01","40212","3","1","0","05","-","1","3","1","20","2001-06-10","1","07","2","1","6","06"," "," "," "," ","","0101631"," ",15899,0
"0322","8","12B194","01","40212","4","1","0","02","-","1","2","2","56","1965-07-11","1","07","5","2","5","01","5","5","3","2","005500","0101631"," ",15899,0
"0322","8","12B194","01","40212","3","1","0","02","-","1","2","2","57","1964-03-24","1","07","5","2","5","07"," "," "," "," ","","0101631"," ",15899,0
"0322","8","12B194","01","40212","3","1","0","01","-","1","1","1","58","1963-07-21","1","07","4","2","5","01","1","7","3","2","022000","0101631"," ",15899,0
"0322","8","12B194","01","40212","3","1","0","03","-","1","3","1","25","1996-11-19","1","07","4","2","6","04"," "," "," "," ","","0101631"," ",15899,0
"0322","8","12B194","01","40212","3","1","0","04","-","1","3","1","22","2000-02-21","1","07","3","1","6","06"," "," "," "," ","","0101631","1",15899,80909
"0322","8","12B194","01","40212","4","1","0","01","-","1","1","1","51","1970-07-04","1","07","5","2","5","01","1","5","2","3","012000","0101631","1",15899,32363
"0322","8","12B194","01","40212","2","1","0","01","-","1","1","1","40","1981-04-25","1","07","5","2","6","01","1","5","3","2","008000","0101631","1",15899,16182
"0322","4","12A208","01","40237","3","1","0","01","-","1","1","1","68","1953-11-18","1","04","3","2","5","01","5","5","2","1","000500","0101285"," ",7135,0
"0322","4","12A208","01","40237","3","1","0","02","-","1","2","2","76","1946-01-05","1","06","3","2","5","08"," "," "," "," ","","0101285","1",7135,14435
"0322","4","12A208","01","40237","4","1","0","02","-","1","2","2","27","1994-06-02","1","04","3","2","5","01","5","5","3","2","002700","0101285"," ",7135,0
"0322","4","12A208","01","40237","4","1","0","01","-","1","1","1","29","1993-01-26","1","04","3","2","5","01","7","2","3","1","001400","0101285","1",7135,14435
"0322","4","12A208","01","40237","1","1","0","01","-","1","1","2","26","1995-08-10","1","07","5","2","6","01","1","2","3","2","007500","0101285","1",7135,7217
"0322","4","12A208","01","40237","4","1","0","04","-","1","3","2","02","2019-04-22"," ",""," "," "," ",""," "," "," "," ","","0101285"," ",7135,0
"0322","4","12A208","01","40237","2","1","0","02","-","1","2","2","55","1966-09-20","1","02","6","2","5","01","4","4","2","1","000600","0101285","1",7135,14435
"0322","4","12A208","01","40237","2","1","0","01","-","1","1","1","57","1964-12-07","1","02","2","2","5","01","5","5","3","2","002000","0101285"," ",7135,0
"0322","4","12A208","01","40237","4","1","0","03","-","1","3","2","07","2014-10-29","1","02","1","1"," ",""," "," "," "," ","","0101285"," ",7135,0
"0322","1","11B203","01","40240","2","1","0","03","-","1","3","1","14","2007-03-23","1","03","2","1","6","06"," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","2","1","0","02","-","1","2","2","37","1984-04-28","1","03","3","2","5","07"," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","2","1","0","04","-","1","3","2","12","2009-12-15","1","02","6","1","6","06"," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","2","1","0","01","-","1","1","1","36","1985-11-26","1","02","6","2","5","01","5","5","3","1","001500","0101258","1",7060,14266
"0322","1","11B203","01","40240","2","1","0","05","-","1","3","2","05","2016-04-27","2","01","1","1"," ",""," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","3","1","0","04","-","1","3","2","09","2012-03-13","1","02","3","1"," ",""," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","3","1","0","01","-","1","1","1","48","1974-02-09","1","03","3","2","1","01","4","4","2","1","002000","0101258","1",7060,14266
"0322","1","11B203","01","40240","3","1","0","02","-","1","2","2","36","1985-06-15","1","04","3","2","1","01","4","4","2","1","000700","0101258"," ",7060,0
"0322","1","11B203","01","40240","3","1","0","03","-","1","3","2","12","2009-04-30","1","02","5","1","6","06"," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","1","1","0","05","-","1","5","2","09","2012-09-09","1","02","2","1"," ",""," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","1","1","0","03","-","1","5","1","24","1997-06-29","1","03","3","2","5","01","4","5","2","1","002000","0101258","1",7060,21399
"0322","1","11B203","01","40240","1","1","0","01","-","1","1","2","67","1954-07-05","1","02","6","2","4","07"," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","1","1","0","02","-","1","3","2","24","1997-07-18","1","03","3","2","5","01","4","4","2","1","001000","0101258"," ",7060,0
"0322","1","11B203","01","40240","1","1","0","04","-","1","5","1","07","2014-07-15","1","02","1","1"," ",""," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","4","1","0","04","-","1","3","2","10","2012-03-02","1","02","3","1"," ",""," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","4","1","0","05","-","1","3","2","09","2012-09-21","1","02","3","1"," ",""," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","4","1","0","02","-","1","2","2","36","1986-03-02","1","03","3","1","1","01","7","2","3","1","001500","0101258"," ",7060,0
"0322","1","11B203","01","40240","4","1","0","03","-","1","3","2","12","2010-03-02","1","02","6","1","9","06"," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","4","1","0","06","-","1","3","1","02","2020-03-02"," ",""," "," "," ",""," "," "," "," ","","0101258"," ",7060,0
"0322","1","11B203","01","40240","4","1","0","01","-","1","1","1","33","1988-03-03","1","03","2","2","1","01","4","4","3","1","001500","0101258","1",7060,14266
"0322","5","12B197","01","40246","4","1","0","01","-","1","1","1","57","1964-12-23","1","07","5","2","5","01","1","5","3","2","007200","0100391","1",7276,14721
"0322","5","12B197","01","40246","1","1","0","04","-","1","3","1","20","2001-07-28","1","04","1","2","6","01","4","4","3","1","001000","0100391"," ",7276,0
"0322","5","12B197","01","40246","2","1","0","04","-","1","3","1","27","1994-03-21","1","07","5","2","6","01","1","5","3","2","006200","0100391"," ",7276,0
"0322","5","12B197","01","40246","2","1","0","02","-","1","2","2","60","1961-10-22","1","04","3","2","5","07"," "," "," "," ","","0100391","1",7276,29441
"0322","5","12B197","01","40246","2","1","0","01","-","1","1","1","62","1959-06-27","1","07","5","2","5","08"," "," "," "," ","","0100391"," ",7276,0
"0322","5","12B197","01","40246","2","1","0","03","-","1","3","2","34","1987-07-13","1","04","3","2","6","04"," "," "," "," ","","0100391"," ",7276,0
"0322","5","12B197","01","40246","1","1","0","02","-","1","3","2","48","1974-01-07","1","04","3","2","5","07"," "," "," "," ","","0100391","1",7276,51523
"0322","5","12B197","01","40246","1","1","0","07","-","1","7","2","35","1986-04-10","1","04","3","2","5","07"," "," "," "," ","","0100391"," ",7276,0
"0322","5","12B197","01","40246","1","1","0","06","-","1","7","1","30","1991-09-19","1","04","1","2","5","01","7","4","3","1","002000","0100391"," ",7276,0
"0322","5","12B197","01","40246","1","1","0","05","-","1","7","1","43","1978-07-11","1","03","3","2","3","01","7","4","3","1","002000","0100391"," ",7276,0
"0322","5","12B197","01","40246","4","1","0","02","-","1","2","2","56","1965-07-20","1","04","3","2","5","07"," "," "," "," ","","0100391"," ",7276,0
"0322","5","12B197","01","40246","1","1","0","08","-","1","7","1","06","2015-10-11","1","01","2","1"," ",""," "," "," "," ","","0100391"," ",7276,0
"0322","5","12B197","01","40246","1","1","0","09","-","1","7","1","03","2018-08-01"," ",""," "," "," ",""," "," "," "," ","","0100391"," ",7276,0
"0322","5","12B197","01","40246","1","1","0","03","-","1","3","1","49","1973-03-01","1","02","6","2","5","01","5","5","3","1","001500","0100391"," ",7276,0
"0322","5","12B197","01","40246","1","1","0","01","-","1","1","1","79","1942-05-13","1","02","6","2","4","08"," "," "," "," ","","0100391"," ",7276,0
"0322","5","12B197","01","40246","1","1","0","10","-","1","7","2","01","2021-03-01"," ",""," "," "," ",""," "," "," "," ","","0100391"," ",7276,0
"0322","5","12B197","01","40246","3","1","0","01","-","1","1","1","27","1994-03-18","1","07","5","2","6","01","5","5","3","2","005500","0100391","1",7276,7360
"0322","4","11A208","01","40265","4","1","0","03","-","1","3","2","07","2014-12-26","1","01","3","1"," ",""," "," "," "," ","","0100750"," ",6970,0
"0322","4","11A208","01","40265","3","1","1","04","-","1","3","1","17","2004-08-28","1","03","3","1","6","06"," "," "," "," ","","0100750"," ",6970,0
"0322","4","11A208","01","40265","3","1","1","03","-","1","3","1","19","2002-04-21","1","07","1","1","6","01","5","5","3","1","000900","0100750"," ",6970,0
"0322","4","11A208","01","40265","3","1","1","01","-","1","1","2","42","1979-07-05","1","03","3","2","5","07"," "," "," "," ","","0100750","1",6970,21125
"0322","4","11A208","01","40265","3","1","1","02","-","1","2","1","52","1969-10-08","1","03","3","2","5","01","5","5","3","1","002200","0100750"," ",6970,0
"0322","4","11A208","01","40265","2","1","0","02","-","1","2","2","36","1985-11-11","1","03","3","2","1","01","5","5","2","1","000600","0100750","1",6970,14083
"0322","4","11A208","01","40265","2","1","0","01","-","1","1","1","38","1984-01-01","1","03","3","2","1","01","7","2","3","1","001400","0100750"," ",6970,0
"0322","4","11A208","01","40265","2","1","0","03","-","1","3","2","05","2016-05-03","2","01","2","1"," ",""," "," "," "," ","","0100750"," ",6970,0
"0322","4","11A208","01","40265","1","1","0","01","-","1","1","2","44","1978-01-31","1","02","6","2","2","01","5","4","3","1","001300","0100750","1",6970,7042
"0322","4","11A208","01","40265","1","1","0","02","-","1","3","1","15","2006-07-13","1","02","6","2","6","01","5","5","3","1","000900","0100750"," ",6970,0
"0322","4","11A208","01","40265","1","1","0","03","-","1","3","1","13","2008-03-14","1","02","6","2","6","07"," "," "," "," ","","0100750"," ",6970,0
"0322","4","11A208","01","40265","4","1","0","02","-","1","2","1","59","1962-12-28","1","03","3","2","5","01","4","4","2","1","002400","0100750","1",6970,14083
"0322","4","11A208","01","40265","4","1","0","01","-","1","1","2","60","1961-12-28","1","03","3","2","5","01","4","4","2","1","002100","0100750"," ",6970,0
"0322","1","12B203","01","40271","4","1","0","04","-","1","3","1","17","2005-02-24","1","04","3","1","6","01","4","4","3","1","001000","0101118"," ",7812,0
"0322","1","12B203","01","40271","4","1","0","02","-","1","2","2","44","1977-11-24","1","04","3","2","5","07"," "," "," "," ","","0101118"," ",7812,0
"0322","1","12B203","01","40271","4","1","0","01","-","1","1","1","55","1966-10-24","1","03","3","2","5","08"," "," "," "," ","","0101118"," ",7812,0
"0322","1","12B203","01","40271","4","1","0","06","-","1","3","2","10","2012-01-22","1","02","3","1"," ",""," "," "," "," ","","0101118"," ",7812,0
"0322","1","12B203","01","40271","4","1","0","03","-","1","3","1","22","1999-10-24","1","04","3","2","6","01","7","2","3","1","001200","0101118","1",7812,23707
"0322","1","12B203","01","40271","4","1","0","05","-","1","3","1","15","2006-10-23","1","03","2","1","6","06"," "," "," "," ","","0101118"," ",7812,0
"0322","1","12B203","01","40271","1","1","0","01","-","1","1","2","63","1958-06-15","1","02","6","2","3","07"," "," "," "," ","","0101118","1",7812,7902
"0322","1","12B203","01","40271","2","1","0","01","-","1","1","1","63","1958-07-15","1","04","3","2","6","08"," "," "," "," ","","0101118","1",7812,7902
"0322","4","11B194","01","40272","1","1","0","07","-","2"," "," ","","    -  -"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",0,0
"0322","4","11B194","01","40272","1","1","0","08","-","2"," "," ","","    -  -"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",0,0
"0322","8","11B194","01","40272","3","1","0","02","-","1","2","1","33","1988-12-10","1","07","4","2","5","01","5","5","3","2","005000","0101440"," ",7147,0
"0322","8","11B194","01","40272","4","1","0","05","-","1","3","1","09","2012-11-23","1","02","2","1"," ",""," "," "," "," ","","0101440"," ",7147,0
"0322","8","11B194","01","40272","4","1","0","01","-","1","1","1","52","1969-12-04","1","07","5","2","5","01","1","5","3","2","007200","0101440"," ",7147,0
"0322","8","11B194","01","40272","4","1","0","03","-","1","3","1","22","1999-12-04","1","03","3","2","2","07"," "," "," "," ","","0101440"," ",7147,0
"0322","8","11B194","01","40272","4","1","0","02","-","1","2","2","42","1979-12-04","1","03","3","2","5","01","7","4","2","1","001200","0101440","1",7147,28883
"0322","8","11B194","01","40272","4","1","0","10","-","1","3","2","25","1996-10-11","1","04","3","2","6","01","5","4","3","1","000900","0101440"," ",7147,0
"0322","8","11B194","01","40272","4","1","0","11","-","1","3","2","17","2004-07-29","1","03","3","1","6","06"," "," "," "," ","","0101440"," ",7147,0
"0322","5","11B194","01","40272","4","1","0","04","-","2"," "," ","","    -  -"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",0,0
"0322","5","11B194","01","40272","4","1","0","06","-","2"," "," ","","    -  -"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",0,0
"0322","5","11B194","01","40272","4","1","0","07","-","2"," "," ","","    -  -"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",0,0
"0322","5","11B194","01","40272","4","1","0","08","-","2"," "," ","","    -  -"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",0,0
"0322","5","11B194","01","40272","4","1","0","09","-","2"," "," ","","    -  -"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",0,0
"0322","8","11B194","01","40272","2","1","0","01","-","1","1","1","49","1972-12-10","1","03","3","2","3","01","5","5","3","2","002200","0101440","1",7147,14441
"0322","8","11B194","01","40272","2","1","0","02","-","1","2","2","46","1975-12-28","1","03","3","2","1","01","5","5","3","2","002200","0101440"," ",7147,0
"0322","8","11B194","01","40272","3","1","0","03","-","1","3","1","08","2013-06-27","1","02","1","1"," ",""," "," "," "," ","","0101440"," ",7147,0
"0322","8","11B194","01","40272","3","1","0","04","-","1","3","1","04","2017-12-10"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",7147,0
"0322","8","11B194","01","40272","3","1","0","01","-","1","1","2","32","1989-12-10","1","07","4","2","5","01","5","5","3","2","005500","0101440","1",7147,14441
"0322","8","11B194","01","40272","1","1","0","03","-","1","3","1","09","2012-12-07","1","02","2","1"," ",""," "," "," "," ","","0101440"," ",7147,0
"0322","8","11B194","01","40272","1","1","0","04","-","1","3","2","07","2014-12-04","1","02","1","1"," ",""," "," "," "," ","","0101440"," ",7147,0
"0322","8","11B194","01","40272","1","1","0","02","-","1","2","2","27","1994-06-21","1","03","3","2","1","07"," "," "," "," ","","0101440"," ",7147,0
"0322","8","11B194","01","40272","1","1","0","06","-","1","3","1","01","2020-08-07"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",7147,0
"0322","8","11B194","01","40272","1","1","0","01","-","1","1","1","32","1989-08-27","1","03","3","2","1","01","7","2","3","1","002400","0101440","1",7147,14441
"0322","8","11B194","01","40272","1","1","0","05","-","1","3","1","04","2017-12-04"," ",""," "," "," ",""," "," "," "," ","","0101440"," ",7147,0
"0322","3","12B201","01","40297","1","1","0","02","-","1","2","2","50","1971-06-12","1","02","6","2","1","01","5","5","2","1","001200","0101947","1",7973,16130
"0322","3","12B201","01","40297","1","1","0","01","-","1","1","1","43","1978-09-01","1","03","3","2","1","01","5","5","3","2","002000","0101947"," ",7973,0
"0322","3","12B201","01","40297","4","1","0","04","-","1","3","1","08","2013-06-23","1","02","2","1"," ",""," "," "," "," ","","0101947"," ",7973,0
"0322","3","12B201","01","40297","4","1","0","03","-","1","3","1","09","2012-05-27","1","02","3","1"," ",""," "," "," "," ","","0101947"," ",7973,0
"0322","3","12B201","01","40297","4","1","0","01","-","1","1","1","34","1988-01-05","1","07","5","2","5","01","7","2","3","1","004300","0101947","1",7973,16130
"0322","3","12B201","01","40297","4","1","0","02","-","1","2","2","29","1992-04-06","1","07","3","2","5","01","5","5","3","2","003500","0101947"," ",7973,0
"0322","3","12B201","01","40297","3","1","0","02","-","1","2","2","37","1984-07-14","1","04","3","2","5","07"," "," "," "," ","","0101947","1",7973,16130
"0322","3","12B201","01","40297","2","1","0","01","-","1","1","1","52","1969-03-12","1","03","3","2","1","01","7","3","3","1","001400","0101947"," ",7973,0
"0322","3","12B201","01","40297","3","1","0","05","-","1","3","1","04","2017-12-04"," ",""," "," "," ",""," "," "," "," ","","0101947"," ",7973,0
"0322","3","12B201","01","40297","3","1","0","06","-","1","3","1","02","2019-05-11"," ",""," "," "," ",""," "," "," "," ","","0101947"," ",7973,0
"0322","3","12B201","01","40297","3","1","0","04","-","1","3","1","08","2013-07-13","1","02","2","1"," ",""," "," "," "," ","","0101947"," ",7973,0
"0322","3","12B201","01","40297","3","1","0","03","-","1","3","2","11","2010-03-19","1","02","5","1"," ",""," "," "," "," ","","0101947"," ",7973,0
"0322","3","12B201","01","40297","3","1","0","01","-","1","1","1","35","1986-10-15","1","04","3","2","5","01","7","2","3","1","001200","0101947"," ",7973,0
"0322","3","12B201","01","40297","2","1","0","02","-","1","2","2","49","1972-09-20","1","02","6","2","1","07"," "," "," "," ","","0101947","1",7973,16130
"0322","7","11B195","01","40341","1","1","0","04","-","1","3","1","13","2008-03-16","1","02","6","1","6","06"," "," "," "," ","","0101102"," ",7454,0
"0322","7","11B195","01","40341","4","1","0","03","-","1","3","2","24","1998-01-14","1","04","3","2","6","07"," "," "," "," ","","0101102"," ",7454,0
"0322","7","11B195","01","40341","1","1","0","02","-","1","2","1","52","1969-04-01","1","02","6","2","1","01","5","5","2","1","004300","0101102","1",7454,15061
"0322","7","11B195","01","40341","1","1","0","03","-","1","3","2","17","2005-01-06","1","04","1","1","6","06"," "," "," "," ","","0101102"," ",7454,0
"0322","7","11B195","01","40341","2","1","0","03","-","1","3","1","24","1998-02-02","1","07","4","2","6","01","5","5","3","2","004500","0101102"," ",7454,0
"0322","7","11B195","01","40341","2","1","0","06","-","1","3","1","28","1993-06-15","1","07","4","2","6","01","5","5","3","2","005200","0101102"," ",7454,0
"0322","7","11B195","01","40341","2","1","0","02","-","1","2","2","49","1972-09-26","1","04","3","2","5","07"," "," "," "," ","","0101102"," ",7454,0
"0322","7","11B195","01","40341","2","1","0","04","-","1","3","1","21","2000-08-02","1","07","2","1","6","06"," "," "," "," ","","0101102"," ",7454,0
"0322","7","11B195","01","40341","2","1","0","05","-","1","3","2","16","2005-08-11","1","03","3","1","6","06"," "," "," "," ","","0101102"," ",7454,0
"0322","7","11B195","01","40341","2","1","0","01","-","1","1","1","51","1971-01-06","1","03","3","2","5","01","5","5","5","1","002200","0101102","1",7454,37652
"0322","7","11B195","01","40341","3","1","0","03","-","1","3","2","35","1986-08-07","1","07","4","2","6","07"," "," "," "," ","","0101102","1",7454,22591
